,,,,,,"<Results of SALOME, time limit of 20 sec.>",,,"<Results of 10,000 runs of random search (with maximum load rule)>",,,,,<Graph structure measures>,,,,,,,,,,,<Times structure measures>,,,,,,,,,,,,,
342,8,instance_n=50_342p8,MIXED,0.2,peak in the middle,extremely tricky,"[27,28]",27,28,0,29,0.3992,<0.0001,>0.9999,0.199,1.16,5,0.769,0.714, 0.100 ,2.5,0.02,5,6.25,0.14,1000,25.237,0.246,0.8,0.11,,,,,,,,,
342,9,instance_n=50_342p9,MIXED,0.2,peak in the middle,extremely tricky,"[27,28]",27,28,0,29,0.4394,<0.0001,>0.9999,0.199,1.16,5,0.769,0.714, 0.100 ,2.5,0.02,5,6.25,0.14,1000,25.237,0.246,0.8,0.11,,,,,,,,,
342,10,instance_n=50_342p10,MIXED,0.2,peak in the middle,extremely tricky,"[27,28]",27,28,0,29,0.3943,<0.0001,>0.9999,0.199,1.16,5,0.769,0.714, 0.100 ,2.5,0.02,5,6.25,0.14,1000,25.237,0.246,0.8,0.11,,,,,,,,,
343,1,instance_n=50_343,MIXED,0.2,peak in the middle,extremely tricky,"[26,27]",26,27,0,28, 0.182 ,<0.0001,>0.9999,0.196,1.18,6,0.714,0.625, 0.040 ,2,0,0,6.25,0.22,1000,24.742,0.271,0.856,0.11,,,,,,,,,
343,2,instance_n=50_343p2,MIXED,0.2,peak in the middle,extremely tricky,"[26,27]",26,27,0,28,0.3747,<0.0001,>0.9999,0.196,1.18,6,0.714,0.625, 0.040 ,2,0,0,6.25,0.22,1000,24.742,0.271,0.856,0.11,,,,,,,,,
343,3,instance_n=50_343p3,MIXED,0.2,peak in the middle,open (not known yet),"[26,27]",26,27,0,27,0.344,<0.0001,>0.9999,0.196,1.18,6,0.714,0.625, 0.040 ,2,0,0,6.25,0.22,1000,24.742,0.271,0.856,0.11,,,,,,,,,
343,4,instance_n=50_343p4,MIXED,0.2,peak in the middle,open (not known yet),"[26,27]",26,27,0,27,0.2391,<0.0001,>0.9999,0.196,1.18,6,0.714,0.625, 0.040 ,2,0,0,6.25,0.22,1000,24.742,0.271,0.856,0.11,,,,,,,,,
343,5,instance_n=50_343p5,MIXED,0.2,peak in the middle,open (not known yet),"[26,27]",26,27,0,27,0.5393,<0.0001,>0.9999,0.196,1.18,6,0.714,0.625, 0.040 ,2,0,0,6.25,0.22,1000,24.742,0.271,0.856,0.11,,,,,,,,,
343,6,instance_n=50_343p6,MIXED,0.2,peak in the middle,extremely tricky,"[26,27]",26,27,0,28,0.4154,<0.0001,>0.9999,0.196,1.18,6,0.714,0.625, 0.040 ,2,0,0,6.25,0.22,1000,24.742,0.271,0.856,0.11,,,,,,,,,
343,7,instance_n=50_343p7,MIXED,0.2,peak in the middle,open (not known yet),"[26,27]",26,27,0,27,0.329,<0.0001,>0.9999,0.196,1.18,6,0.714,0.625, 0.040 ,2,0,0,6.25,0.22,1000,24.742,0.271,0.856,0.11,,,,,,,,,
343,8,instance_n=50_343p8,MIXED,0.2,peak in the middle,extremely tricky,"[26,27]",26,27,0,28,0.482,<0.0001,>0.9999,0.196,1.18,6,0.714,0.625, 0.040 ,2,0,0,6.25,0.22,1000,24.742,0.271,0.856,0.11,,,,,,,,,
343,9,instance_n=50_343p9,MIXED,0.2,peak in the middle,open (not known yet),"[26,27]",26,27,0,27,0.4485,<0.0001,>0.9999,0.196,1.18,6,0.714,0.625, 0.040 ,2,0,0,6.25,0.22,1000,24.742,0.271,0.856,0.11,,,,,,,,,
343,10,instance_n=50_343p10,MIXED,0.2,peak in the middle,open (not known yet),"[26,27]",26,27,0,27,0.1072,<0.0001,>0.9999,0.196,1.18,6,0.714,0.625, 0.040 ,2,0,0,6.25,0.22,1000,24.742,0.271,0.856,0.11,,,,,,,,,
344,1,instance_n=50_344,MIXED,0.2,peak in the middle,extremely tricky,30,30,30,0,31, 0.418 ,<0.0001,>0.9999,0.203,1.14,4,0.794,0.676, 0.120 ,3,0,0,6.25,0.12,1000,25.766,0.226,0.751,0.129,,,,,,,,,
344,2,instance_n=50_344p2,MIXED,0.2,peak in the middle,extremely tricky,30,30,30,0,31,0.2566,<0.0001,>0.9999,0.203,1.14,4,0.794,0.676, 0.120 ,3,0,0,6.25,0.12,1000,25.766,0.226,0.751,0.129,,,,,,,,,
344,3,instance_n=50_344p3,MIXED,0.2,peak in the middle,very tricky,30,30,30,1,30,0.0395,0.0395,0.9605,0.203,1.14,4,0.794,0.676, 0.120 ,3,0,0,6.25,0.12,1000,25.766,0.226,0.751,0.129,,,,,,,,,
344,4,instance_n=50_344p4,MIXED,0.2,peak in the middle,extremely tricky,30,30,30,0,31,0.3935,<0.0001,>0.9999,0.203,1.14,4,0.794,0.676, 0.120 ,3,0,0,6.25,0.12,1000,25.766,0.226,0.751,0.129,,,,,,,,,
344,5,instance_n=50_344p5,MIXED,0.2,peak in the middle,extremely tricky,30,30,30,0,31,0.399,<0.0001,>0.9999,0.203,1.14,4,0.794,0.676, 0.120 ,3,0,0,6.25,0.12,1000,25.766,0.226,0.751,0.129,,,,,,,,,
344,6,instance_n=50_344p6,MIXED,0.2,peak in the middle,extremely tricky,30,30,30,0,31,0.4469,<0.0001,>0.9999,0.203,1.14,4,0.794,0.676, 0.120 ,3,0,0,6.25,0.12,1000,25.766,0.226,0.751,0.129,,,,,,,,,
344,7,instance_n=50_344p7,MIXED,0.2,peak in the middle,tricky,30,30,30,1,30,0.442,0.442,0.558,0.203,1.14,4,0.794,0.676, 0.120 ,3,0,0,6.25,0.12,1000,25.766,0.226,0.751,0.129,,,,,,,,,
344,8,instance_n=50_344p8,MIXED,0.2,peak in the middle,extremely tricky,30,30,30,0,31,0.3575,<0.0001,>0.9999,0.203,1.14,4,0.794,0.676, 0.120 ,3,0,0,6.25,0.12,1000,25.766,0.226,0.751,0.129,,,,,,,,,
344,9,instance_n=50_344p9,MIXED,0.2,peak in the middle,tricky,30,30,30,1,30,0.3362,0.3362,0.6638,0.203,1.14,4,0.794,0.676, 0.120 ,3,0,0,6.25,0.12,1000,25.766,0.226,0.751,0.129,,,,,,,,,
344,10,instance_n=50_344p10,MIXED,0.2,peak in the middle,extremely tricky,30,30,30,0,31,0.2324,<0.0001,>0.9999,0.203,1.14,4,0.794,0.676, 0.120 ,3,0,0,6.25,0.12,1000,25.766,0.226,0.751,0.129,,,,,,,,,
345,1,instance_n=50_345,MIXED,0.2,peak in the middle,extremely tricky,"[29,30]",29,30,0,31, 0.359 ,<0.0001,>0.9999,0.195,1.16,6,0.794,0.658, 0.220 ,2.2,0,0,6.25,0.1,1000,25.71,0.237,0.764,0.125,,,,,,,,,
345,2,instance_n=50_345p2,MIXED,0.2,peak in the middle,extremely tricky,29,29,29,0,30,0.3977,<0.0001,>0.9999,0.195,1.16,6,0.794,0.658, 0.220 ,2.2,0,0,6.25,0.1,1000,25.71,0.237,0.764,0.125,,,,,,,,,
345,3,instance_n=50_345p3,MIXED,0.2,peak in the middle,extremely tricky,29,29,29,0,30,0.4279,<0.0001,>0.9999,0.195,1.16,6,0.794,0.658, 0.220 ,2.2,0,0,6.25,0.1,1000,25.71,0.237,0.764,0.125,,,,,,,,,
345,4,instance_n=50_345p4,MIXED,0.2,peak in the middle,extremely tricky,29,29,29,0,30,0.2133,<0.0001,>0.9999,0.195,1.16,6,0.794,0.658, 0.220 ,2.2,0,0,6.25,0.1,1000,25.71,0.237,0.764,0.125,,,,,,,,,
345,5,instance_n=50_345p5,MIXED,0.2,peak in the middle,extremely tricky,29,29,29,0,30,0.3728,<0.0001,>0.9999,0.195,1.16,6,0.794,0.658, 0.220 ,2.2,0,0,6.25,0.1,1000,25.71,0.237,0.764,0.125,,,,,,,,,
345,6,instance_n=50_345p6,MIXED,0.2,peak in the middle,extremely tricky,29,29,29,0,31,0.3566,<0.0001,>0.9999,0.195,1.16,6,0.794,0.658, 0.220 ,2.2,0,0,6.25,0.1,1000,25.71,0.237,0.764,0.125,,,,,,,,,
345,7,instance_n=50_345p7,MIXED,0.2,peak in the middle,extremely tricky,29,29,29,0,30,0.2229,<0.0001,>0.9999,0.195,1.16,6,0.794,0.658, 0.220 ,2.2,0,0,6.25,0.1,1000,25.71,0.237,0.764,0.125,,,,,,,,,
345,8,instance_n=50_345p8,MIXED,0.2,peak in the middle,extremely tricky,29,29,29,0,30,0.3158,<0.0001,>0.9999,0.195,1.16,6,0.794,0.658, 0.220 ,2.2,0,0,6.25,0.1,1000,25.71,0.237,0.764,0.125,,,,,,,,,
345,9,instance_n=50_345p9,MIXED,0.2,peak in the middle,extremely tricky,29,29,29,0,31,0.0933,<0.0001,>0.9999,0.195,1.16,6,0.794,0.658, 0.220 ,2.2,0,0,6.25,0.1,1000,25.71,0.237,0.764,0.125,,,,,,,,,
345,10,instance_n=50_345p10,MIXED,0.2,peak in the middle,extremely tricky,29,29,29,0,30,0.3242,<0.0001,>0.9999,0.195,1.16,6,0.794,0.658, 0.220 ,2.2,0,0,6.25,0.1,1000,25.71,0.237,0.764,0.125,,,,,,,,,
346,1,instance_n=50_346,MIXED,0.2,peak in the middle,extremely tricky,27,27,27,0,28, 0.414 ,<0.0001,>0.9999,0.195,1.14,4,0.769,0.694, 0.240 ,2.4,0.02,4,6.25,0.16,1000,24.882,0.201,0.831,0.145,,,,,,,,,
346,2,instance_n=50_346p2,MIXED,0.2,peak in the middle,extremely tricky,27,27,27,0,28,0.3357,<0.0001,>0.9999,0.195,1.14,4,0.769,0.694, 0.240 ,2.4,0.02,4,6.25,0.16,1000,24.882,0.201,0.831,0.145,,,,,,,,,
346,3,instance_n=50_346p3,MIXED,0.2,peak in the middle,open (not known yet),"[27,28]",27,28,0,28,0.0819,<0.0001,>0.9999,0.195,1.14,4,0.769,0.694, 0.240 ,2.4,0.02,4,6.25,0.16,1000,24.882,0.201,0.831,0.145,,,,,,,,,
346,4,instance_n=50_346p4,MIXED,0.2,peak in the middle,extremely tricky,"[27,28]",27,28,0,29,0.4065,<0.0001,>0.9999,0.195,1.14,4,0.769,0.694, 0.240 ,2.4,0.02,4,6.25,0.16,1000,24.882,0.201,0.831,0.145,,,,,,,,,
346,5,instance_n=50_346p5,MIXED,0.2,peak in the middle,extremely tricky,27,27,27,0,28,0.3818,<0.0001,>0.9999,0.195,1.14,4,0.769,0.694, 0.240 ,2.4,0.02,4,6.25,0.16,1000,24.882,0.201,0.831,0.145,,,,,,,,,
346,6,instance_n=50_346p6,MIXED,0.2,peak in the middle,extremely tricky,27,27,27,0,28,0.4498,<0.0001,>0.9999,0.195,1.14,4,0.769,0.694, 0.240 ,2.4,0.02,4,6.25,0.16,1000,24.882,0.201,0.831,0.145,,,,,,,,,
346,7,instance_n=50_346p7,MIXED,0.2,peak in the middle,extremely tricky,27,27,27,0,28,0.4593,<0.0001,>0.9999,0.195,1.14,4,0.769,0.694, 0.240 ,2.4,0.02,4,6.25,0.16,1000,24.882,0.201,0.831,0.145,,,,,,,,,
346,8,instance_n=50_346p8,MIXED,0.2,peak in the middle,extremely tricky,27,27,27,0,28,0.0832,<0.0001,>0.9999,0.195,1.14,4,0.769,0.694, 0.240 ,2.4,0.02,4,6.25,0.16,1000,24.882,0.201,0.831,0.145,,,,,,,,,
346,9,instance_n=50_346p9,MIXED,0.2,peak in the middle,extremely tricky,27,27,27,0,28,0.2411,<0.0001,>0.9999,0.195,1.14,4,0.769,0.694, 0.240 ,2.4,0.02,4,6.25,0.16,1000,24.882,0.201,0.831,0.145,,,,,,,,,
346,10,instance_n=50_346p10,MIXED,0.2,peak in the middle,extremely tricky,27,27,27,0,28,0.3448,<0.0001,>0.9999,0.195,1.14,4,0.769,0.694, 0.240 ,2.4,0.02,4,6.25,0.16,1000,24.882,0.201,0.831,0.145,,,,,,,,,
347,1,instance_n=50_347,MIXED,0.2,peak in the middle,open (not known yet),"[25,26]",25,26,0,26, 0.310 ,<0.0001,>0.9999,0.198,1.1,5,0.806,0.676, 0.240 ,2.4,0.02,5,6.25,0.14,1000,23.954,0.158,0.756,0.126,,,,,,,,,
347,2,instance_n=50_347p2,MIXED,0.2,peak in the middle,extremely tricky,"[25,26]",25,26,0,27,0.1393,<0.0001,>0.9999,0.198,1.1,5,0.806,0.676, 0.240 ,2.4,0.02,5,6.25,0.14,1000,23.954,0.158,0.756,0.126,,,,,,,,,
347,3,instance_n=50_347p3,MIXED,0.2,peak in the middle,open (not known yet),"[25,27]",25,27,0,27,0.0665,<0.0001,>0.9999,0.198,1.1,5,0.806,0.676, 0.240 ,2.4,0.02,5,6.25,0.14,1000,23.954,0.158,0.756,0.126,,,,,,,,,
347,4,instance_n=50_347p4,MIXED,0.2,peak in the middle,open (not known yet),"[25,27]",25,27,0,27,0.3746,<0.0001,>0.9999,0.198,1.1,5,0.806,0.676, 0.240 ,2.4,0.02,5,6.25,0.14,1000,23.954,0.158,0.756,0.126,,,,,,,,,
347,5,instance_n=50_347p5,MIXED,0.2,peak in the middle,extremely tricky,"[25,26]",25,26,0,27,0.3676,<0.0001,>0.9999,0.198,1.1,5,0.806,0.676, 0.240 ,2.4,0.02,5,6.25,0.14,1000,23.954,0.158,0.756,0.126,,,,,,,,,
347,6,instance_n=50_347p6,MIXED,0.2,peak in the middle,extremely tricky,"[25,26]",25,26,0,27,0.3853,<0.0001,>0.9999,0.198,1.1,5,0.806,0.676, 0.240 ,2.4,0.02,5,6.25,0.14,1000,23.954,0.158,0.756,0.126,,,,,,,,,
347,7,instance_n=50_347p7,MIXED,0.2,peak in the middle,extremely tricky,"[25,26]",25,26,0,28,0.2489,<0.0001,>0.9999,0.198,1.1,5,0.806,0.676, 0.240 ,2.4,0.02,5,6.25,0.14,1000,23.954,0.158,0.756,0.126,,,,,,,,,
347,8,instance_n=50_347p8,MIXED,0.2,peak in the middle,open (not known yet),"[25,27]",25,27,0,27,0.3711,<0.0001,>0.9999,0.198,1.1,5,0.806,0.676, 0.240 ,2.4,0.02,5,6.25,0.14,1000,23.954,0.158,0.756,0.126,,,,,,,,,
347,9,instance_n=50_347p9,MIXED,0.2,peak in the middle,extremely tricky,"[25,26]",25,26,0,28,0.3112,<0.0001,>0.9999,0.198,1.1,5,0.806,0.676, 0.240 ,2.4,0.02,5,6.25,0.14,1000,23.954,0.158,0.756,0.126,,,,,,,,,
347,10,instance_n=50_347p10,MIXED,0.2,peak in the middle,extremely tricky,"[25,26]",25,26,0,27,0.3499,<0.0001,>0.9999,0.198,1.1,5,0.806,0.676, 0.240 ,2.4,0.02,5,6.25,0.14,1000,23.954,0.158,0.756,0.126,,,,,,,,,
348,1,instance_n=50_348,MIXED,0.2,peak in the middle,tricky,30,30,30,1,30, 0.422 ,0.4222,0.5778,0.197,1.08,6,0.847,0.676, 0.100 ,2.5,0,0,6.25,0.1,1000,24.636,0.215,0.817,0.123,,,,,,,,,
348,2,instance_n=50_348p2,MIXED,0.2,peak in the middle,tricky,30,30,30,1,30,0.2916,0.2916,0.7084,0.197,1.08,6,0.847,0.676, 0.100 ,2.5,0,0,6.25,0.1,1000,24.636,0.215,0.817,0.123,,,,,,,,,
348,3,instance_n=50_348p3,MIXED,0.2,peak in the middle,tricky,30,30,30,1,30,0.4321,0.4321,0.5679,0.197,1.08,6,0.847,0.676, 0.100 ,2.5,0,0,6.25,0.1,1000,24.636,0.215,0.817,0.123,,,,,,,,,
348,4,instance_n=50_348p4,MIXED,0.2,peak in the middle,extremely tricky,30,30,30,0,31,0.448,<0.0001,>0.9999,0.197,1.08,6,0.847,0.676, 0.100 ,2.5,0,0,6.25,0.1,1000,24.636,0.215,0.817,0.123,,,,,,,,,
348,5,instance_n=50_348p5,MIXED,0.2,peak in the middle,tricky,30,30,30,1,30,0.2209,0.2209,0.7791,0.197,1.08,6,0.847,0.676, 0.100 ,2.5,0,0,6.25,0.1,1000,24.636,0.215,0.817,0.123,,,,,,,,,
348,6,instance_n=50_348p6,MIXED,0.2,peak in the middle,tricky,30,30,30,1,30,0.1936,0.1936,0.8064,0.197,1.08,6,0.847,0.676, 0.100 ,2.5,0,0,6.25,0.1,1000,24.636,0.215,0.817,0.123,,,,,,,,,
348,7,instance_n=50_348p7,MIXED,0.2,peak in the middle,tricky,30,30,30,1,30,0.4356,0.4356,0.5644,0.197,1.08,6,0.847,0.676, 0.100 ,2.5,0,0,6.25,0.1,1000,24.636,0.215,0.817,0.123,,,,,,,,,
348,8,instance_n=50_348p8,MIXED,0.2,peak in the middle,tricky,30,30,30,1,30,0.3452,0.3452,0.6548,0.197,1.08,6,0.847,0.676, 0.100 ,2.5,0,0,6.25,0.1,1000,24.636,0.215,0.817,0.123,,,,,,,,,
348,9,instance_n=50_348p9,MIXED,0.2,peak in the middle,tricky,30,30,30,1,30,0.3049,0.3049,0.6951,0.197,1.08,6,0.847,0.676, 0.100 ,2.5,0,0,6.25,0.1,1000,24.636,0.215,0.817,0.123,,,,,,,,,
348,10,instance_n=50_348p10,MIXED,0.2,peak in the middle,extremely tricky,30,30,30,0,31,0.4262,<0.0001,>0.9999,0.197,1.08,6,0.847,0.676, 0.100 ,2.5,0,0,6.25,0.1,1000,24.636,0.215,0.817,0.123,,,,,,,,,
349,1,instance_n=50_349,MIXED,0.2,peak in the middle,open (not known yet),"[28,29]",28,29,0,29, 0.196 ,<0.0001,>0.9999,0.197,1.22,4,0.758,0.641, -   ,0,0,0,6.25,0.1,1000,25.566,0.213,0.824,0.127,,,,,,,,,
349,2,instance_n=50_349p2,MIXED,0.2,peak in the middle,extremely tricky,28,28,28,0,29,0.0622,<0.0001,>0.9999,0.197,1.22,4,0.758,0.641, -   ,0,0,0,6.25,0.1,1000,25.566,0.213,0.824,0.127,,,,,,,,,
349,3,instance_n=50_349p3,MIXED,0.2,peak in the middle,extremely tricky,"[28,29]",28,29,0,30,0.2531,<0.0001,>0.9999,0.197,1.22,4,0.758,0.641, -   ,0,0,0,6.25,0.1,1000,25.566,0.213,0.824,0.127,,,,,,,,,
349,4,instance_n=50_349p4,MIXED,0.2,peak in the middle,open (not known yet),"[28,29]",28,29,0,29,0.1915,<0.0001,>0.9999,0.197,1.22,4,0.758,0.641, -   ,0,0,0,6.25,0.1,1000,25.566,0.213,0.824,0.127,,,,,,,,,
349,5,instance_n=50_349p5,MIXED,0.2,peak in the middle,open (not known yet),"[28,29]",28,29,0,29,0.0828,<0.0001,>0.9999,0.197,1.22,4,0.758,0.641, -   ,0,0,0,6.25,0.1,1000,25.566,0.213,0.824,0.127,,,,,,,,,
349,6,instance_n=50_349p6,MIXED,0.2,peak in the middle,extremely tricky,28,28,28,0,29,0.128,<0.0001,>0.9999,0.197,1.22,4,0.758,0.641, -   ,0,0,0,6.25,0.1,1000,25.566,0.213,0.824,0.127,,,,,,,,,
349,7,instance_n=50_349p7,MIXED,0.2,peak in the middle,open (not known yet),"[28,30]",28,30,0,30,0.0202,<0.0001,>0.9999,0.197,1.22,4,0.758,0.641, -   ,0,0,0,6.25,0.1,1000,25.566,0.213,0.824,0.127,,,,,,,,,
349,8,instance_n=50_349p8,MIXED,0.2,peak in the middle,open (not known yet),"[28,29]",28,29,0,29,0.3357,<0.0001,>0.9999,0.197,1.22,4,0.758,0.641, -   ,0,0,0,6.25,0.1,1000,25.566,0.213,0.824,0.127,,,,,,,,,
349,9,instance_n=50_349p9,MIXED,0.2,peak in the middle,extremely tricky,28,28,28,0,29,0.1274,<0.0001,>0.9999,0.197,1.22,4,0.758,0.641, -   ,0,0,0,6.25,0.1,1000,25.566,0.213,0.824,0.127,,,,,,,,,
349,10,instance_n=50_349p10,MIXED,0.2,peak in the middle,open (not known yet),"[28,29]",28,29,0,29,0.3941,<0.0001,>0.9999,0.197,1.22,4,0.758,0.641, -   ,0,0,0,6.25,0.1,1000,25.566,0.213,0.824,0.127,,,,,,,,,
350,1,instance_n=50_350,MIXED,0.2,peak in the middle,open (not known yet),"[23,25]",23,25,0,25, 0.526 ,<0.0001,>0.9999,0.205,1.02,5,0.877,0.714, 0.340 ,2.125,0,0,6.25,0.12,1000,22.819,0.187,0.794,0.129,,,,,,,,,
350,2,instance_n=50_350p2,MIXED,0.2,peak in the middle,extremely tricky,24,24,24,0,25,0.5223,<0.0001,>0.9999,0.205,1.02,5,0.877,0.714, 0.340 ,2.125,0,0,6.25,0.12,1000,22.819,0.187,0.794,0.129,,,,,,,,,
350,3,instance_n=50_350p3,MIXED,0.2,peak in the middle,extremely tricky,24,24,24,0,25,0.5158,<0.0001,>0.9999,0.205,1.02,5,0.877,0.714, 0.340 ,2.125,0,0,6.25,0.12,1000,22.819,0.187,0.794,0.129,,,,,,,,,
350,4,instance_n=50_350p4,MIXED,0.2,peak in the middle,extremely tricky,24,24,24,0,25,0.1114,<0.0001,>0.9999,0.205,1.02,5,0.877,0.714, 0.340 ,2.125,0,0,6.25,0.12,1000,22.819,0.187,0.794,0.129,,,,,,,,,
350,5,instance_n=50_350p5,MIXED,0.2,peak in the middle,extremely tricky,24,24,24,0,25,0.4581,<0.0001,>0.9999,0.205,1.02,5,0.877,0.714, 0.340 ,2.125,0,0,6.25,0.12,1000,22.819,0.187,0.794,0.129,,,,,,,,,
350,6,instance_n=50_350p6,MIXED,0.2,peak in the middle,extremely tricky,24,24,24,0,25,0.3199,<0.0001,>0.9999,0.205,1.02,5,0.877,0.714, 0.340 ,2.125,0,0,6.25,0.12,1000,22.819,0.187,0.794,0.129,,,,,,,,,
350,7,instance_n=50_350p7,MIXED,0.2,peak in the middle,extremely tricky,24,24,24,0,25,0.5038,<0.0001,>0.9999,0.205,1.02,5,0.877,0.714, 0.340 ,2.125,0,0,6.25,0.12,1000,22.819,0.187,0.794,0.129,,,,,,,,,
350,8,instance_n=50_350p8,MIXED,0.2,peak in the middle,extremely tricky,24,24,24,0,25,0.1917,<0.0001,>0.9999,0.205,1.02,5,0.877,0.714, 0.340 ,2.125,0,0,6.25,0.12,1000,22.819,0.187,0.794,0.129,,,,,,,,,
350,9,instance_n=50_350p9,MIXED,0.2,peak in the middle,open (not known yet),"[23,25]",23,25,0,25,0.3746,<0.0001,>0.9999,0.205,1.02,5,0.877,0.714, 0.340 ,2.125,0,0,6.25,0.12,1000,22.819,0.187,0.794,0.129,,,,,,,,,
350,10,instance_n=50_350p10,MIXED,0.2,peak in the middle,extremely tricky,"[23,24]",23,24,0,25,0.3088,<0.0001,>0.9999,0.205,1.02,5,0.877,0.714, 0.340 ,2.125,0,0,6.25,0.12,1000,22.819,0.187,0.794,0.129,,,,,,,,,
351,1,instance_n=50_351,MIXED,0.2,bimodal,less tricky,12,12,12,1,12, 0.912 ,0.9122,0.0878,0.199,1.14,5,0.781,0.694, 0.280 ,2.333,0,0,6.25,0.14,1000,11.63,0.024,0.537,0.162,,,,,,,,,
351,2,instance_n=50_351p2,MIXED,0.2,bimodal,less tricky,12,12,12,1,12,0.9191,0.9191,0.0809,0.199,1.14,5,0.781,0.694, 0.280 ,2.333,0,0,6.25,0.14,1000,11.63,0.024,0.537,0.162,,,,,,,,,
351,3,instance_n=50_351p3,MIXED,0.2,bimodal,less tricky,12,12,12,1,12,0.9174,0.9174,0.0826,0.199,1.14,5,0.781,0.694, 0.280 ,2.333,0,0,6.25,0.14,1000,11.63,0.024,0.537,0.162,,,,,,,,,
351,4,instance_n=50_351p4,MIXED,0.2,bimodal,less tricky,12,12,12,1,12,0.8448,0.8448,0.1552,0.199,1.14,5,0.781,0.694, 0.280 ,2.333,0,0,6.25,0.14,1000,11.63,0.024,0.537,0.162,,,,,,,,,
351,5,instance_n=50_351p5,MIXED,0.2,bimodal,less tricky,12,12,12,1,12,0.9159,0.9159,0.0841,0.199,1.14,5,0.781,0.694, 0.280 ,2.333,0,0,6.25,0.14,1000,11.63,0.024,0.537,0.162,,,,,,,,,
351,6,instance_n=50_351p6,MIXED,0.2,bimodal,less tricky,12,12,12,1,12,0.8929,0.8929,0.1071,0.199,1.14,5,0.781,0.694, 0.280 ,2.333,0,0,6.25,0.14,1000,11.63,0.024,0.537,0.162,,,,,,,,,
351,7,instance_n=50_351p7,MIXED,0.2,bimodal,less tricky,12,12,12,1,12,0.8286,0.8286,0.1714,0.199,1.14,5,0.781,0.694, 0.280 ,2.333,0,0,6.25,0.14,1000,11.63,0.024,0.537,0.162,,,,,,,,,
351,8,instance_n=50_351p8,MIXED,0.2,bimodal,less tricky,12,12,12,1,12,0.9307,0.9307,0.0693,0.199,1.14,5,0.781,0.694, 0.280 ,2.333,0,0,6.25,0.14,1000,11.63,0.024,0.537,0.162,,,,,,,,,
351,9,instance_n=50_351p9,MIXED,0.2,bimodal,less tricky,12,12,12,1,12,0.8628,0.8628,0.1372,0.199,1.14,5,0.781,0.694, 0.280 ,2.333,0,0,6.25,0.14,1000,11.63,0.024,0.537,0.162,,,,,,,,,
351,10,instance_n=50_351p10,MIXED,0.2,bimodal,less tricky,12,12,12,1,12,0.9176,0.9176,0.0824,0.199,1.14,5,0.781,0.694, 0.280 ,2.333,0,0,6.25,0.14,1000,11.63,0.024,0.537,0.162,,,,,,,,,
352,1,instance_n=50_352,MIXED,0.2,bimodal,extremely tricky,10,10,10,0,11, 0.982 ,<0.0001,>0.9999,0.201,1.14,6,0.781,0.667, 0.120 ,2,0,0,6.25,0.14,1000,9.963,0.024,0.553,0.147,,,,,,,,,
352,2,instance_n=50_352p2,MIXED,0.2,bimodal,extremely tricky,10,10,10,0,11,0.9627,<0.0001,>0.9999,0.201,1.14,6,0.781,0.667, 0.120 ,2,0,0,6.25,0.14,1000,9.963,0.024,0.553,0.147,,,,,,,,,
352,3,instance_n=50_352p3,MIXED,0.2,bimodal,extremely tricky,10,10,10,0,11,0.997,<0.0001,>0.9999,0.201,1.14,6,0.781,0.667, 0.120 ,2,0,0,6.25,0.14,1000,9.963,0.024,0.553,0.147,,,,,,,,,
352,4,instance_n=50_352p4,MIXED,0.2,bimodal,extremely tricky,10,10,10,0,11,0.9887,<0.0001,>0.9999,0.201,1.14,6,0.781,0.667, 0.120 ,2,0,0,6.25,0.14,1000,9.963,0.024,0.553,0.147,,,,,,,,,
352,5,instance_n=50_352p5,MIXED,0.2,bimodal,extremely tricky,10,10,10,0,11,0.9798,<0.0001,>0.9999,0.201,1.14,6,0.781,0.667, 0.120 ,2,0,0,6.25,0.14,1000,9.963,0.024,0.553,0.147,,,,,,,,,
352,6,instance_n=50_352p6,MIXED,0.2,bimodal,extremely tricky,10,10,10,0,11,0.9947,<0.0001,>0.9999,0.201,1.14,6,0.781,0.667, 0.120 ,2,0,0,6.25,0.14,1000,9.963,0.024,0.553,0.147,,,,,,,,,
352,7,instance_n=50_352p7,MIXED,0.2,bimodal,extremely tricky,10,10,10,0,11,0.9983,<0.0001,>0.9999,0.201,1.14,6,0.781,0.667, 0.120 ,2,0,0,6.25,0.14,1000,9.963,0.024,0.553,0.147,,,,,,,,,
352,8,instance_n=50_352p8,MIXED,0.2,bimodal,extremely tricky,10,10,10,0,11,0.0122,<0.0001,>0.9999,0.201,1.14,6,0.781,0.667, 0.120 ,2,0,0,6.25,0.14,1000,9.963,0.024,0.553,0.147,,,,,,,,,
352,9,instance_n=50_352p9,MIXED,0.2,bimodal,extremely tricky,10,10,10,0,11,0.9474,<0.0001,>0.9999,0.201,1.14,6,0.781,0.667, 0.120 ,2,0,0,6.25,0.14,1000,9.963,0.024,0.553,0.147,,,,,,,,,
352,10,instance_n=50_352p10,MIXED,0.2,bimodal,extremely tricky,10,10,10,0,11,0.9787,<0.0001,>0.9999,0.201,1.14,6,0.781,0.667, 0.120 ,2,0,0,6.25,0.14,1000,9.963,0.024,0.553,0.147,,,,,,,,,
